id,name,time,lat,lng
0,红塔区北城街道大石板社区秧草塘村,1580572800,24.470383,102.518564
1,红塔区红塔大道50号华瑞小区,1580486400,24.346475,102.552853
2,元江哈尼族彝族傣族自治县玉景苑小区,1581091200,23.585408,102.009353
3,西山区绿地大城天地商业区,1580745600,25.019502,102.708626
4,西山区永昌街道绿地大城天地4B商业22-5栋,1581004800,25.019580,102.708322
5,官渡区小板桥街道海伦国际小区,1580400000,24.972677,102.751750
6,官渡区矣六街道星体花园北区13栋1单元,1581004800,24.946140,102.768898
7,盘龙区金殿武家村,1580400000,25.122211,102.758576
8,盘龙区联盟街道云锡花园2区西区1栋2单元,1581004800,25.077727,102.742992
9,东川区乌龙镇黄包谷地小组,1581004800,25.981869,103.085750
10,五华区红云街道江东耀龙康城8栋3单元,1581004800,25.104570,102.736698
11,五华区丰宁街道春晖小区颐达园3栋,1581004800,25.056789,102.683081
12,安宁市昆船花园小区13栋2单元,1581004800,24.925842,102.484409
13,安宁市金方街道恒大金碧天下博雅苑25栋1单元,1581004800,24.895772,102.568902
14,寻甸县塘子街道办事处小瓦匠村,1581004800,25.482902,103.290173
15,腾冲市镇安镇,1580400000,25.026545,98.497466
16,瑞丽市五缘玉城小区,1580400000,24.029923,97.852803
17,景洪市 景洪农场三分场,1580400000,21.991377,100.759977
18,景洪市曼哈乡曼伞囡村,1580400000,21.765785,101.053935
19,丰满区中海紫御江城,1580659200,43.838210,126.573684
20,昌邑区吉炭小区,1580745600,43.881086,126.588273
21,净月区万科城,1580572800,43.805290,125.393239
22,净月区博学路东城国际花园小区,1580486400,43.826003,125.421294
23,净月区净月街道财苑家园,1580745600,43.833540,125.453122
24,朝阳区崇智路694号,1580486400,43.898535,125.320549
25,绿园区西城国际公馆,1580659200,43.904510,125.275324
26,绿园区长客花园,1581004800,43.915473,125.296178
27,高新区中海兰庭小区,1580486400,43.789368,125.265626
28,高新区北湾新城,1580832000,43.975386,125.397757
29,高新区恒大绿洲,1580832000,43.780613,125.265493
30,高新区飞跃经典小区,1580832000,43.838619,125.247788
31,高新区吉大南校家属楼,1581177600,43.835129,125.285737
32,九台区龙凤二期,1580832000,44.230683,125.693165
33,九台区工商一条街铁路家属楼,1580918400,44.155910,125.844847
34,二道区力旺康城小区,1580832000,43.951683,125.377219
35,二道区天富北苑,1581004800,43.913445,125.381037
36,宽城区北十条荣旺天下,1580832000,43.922875,125.356990
37,宽城区金都小镇,1581177600,43.971679,125.293086
38,经开区首地首城,1581177600,43.847298,125.417761
39,十屋镇双河村1组,1581091200,43.827232,124.256500
40,怀德镇三合堡村8组,1580745600,43.821273,124.713401
41,秦家屯镇南平村5队,1580745600,43.791779,124.663522
42,宁河区芦台镇王北村,1580572800,39.364648,117.778595
43,宁河区芦台镇运河家园,1580572800,39.357660,117.808960
44,宝坻区宝平街道华苑东区,1580659200,39.714832,117.312473
45,宝坻区宝平街道宝平景苑东区,1580659200,39.713545,117.301915
46,宝坻区宝平街道宝平景苑西区,1580572800,39.714700,117.297967
47,宝坻区宝平街道河景馨园小区,1580659200,39.708276,117.295854
48,宝坻区朝霞街道开元新居小区,1580486400,39.747222,117.291429
49,宝坻区海滨街道宝鑫景苑小区,1580486400,39.737580,117.328542
50,宝坻区海滨街道御景华城小区,1580832000,39.745025,117.356708
51,宝坻区牛道口镇焦山寺村,1580659200,39.784768,117.297394
52,宝坻区钰华街道凯瑞国际小区,1580572800,39.728796,117.342896
53,宝坻区大口屯镇古庄村,1580745600,39.598941,117.265354
54,宝坻区大钟庄镇大钟庄村,1580745600,39.693528,117.583813
55,宝坻区海滨街道蓝水湾小区,1580832000,39.745618,117.305899
56,宝坻区口东镇前齐各庄村,1580918400,39.675504,117.412018
57,宝坻区宝平街道瑞景花园小区,1580918400,39.728244,117.318368
58,宝坻区朝霞街道状元城小区,1580918400,39.747222,117.291429
59,宝坻区林亭口镇窝贝厂村,1580918400,39.609188,117.540123
60,宝坻区钰华街道金玉四园小区,1580918400,39.704944,117.315816
61,宝坻区宝平街道宝境檀香小区,1581004800,39.698975,117.283094
62,宝坻区牛道口镇沟头村,1581004800,39.820389,117.213926
63,宝坻区宝平街道凯旋家园小区,1581091200,39.701082,117.304368
64,宝坻区宝平街道蝶恋新园小区,1581091200,39.718610,117.290669
65,宝坻区钰华街道顺驰小区,1581091200,39.721568,117.336755
66,宝坻区史各庄镇陈甫村,1581177600,39.736122,117.251221
67,宝坻区宝平街道逸城雅园小区,1581177600,39.710685,117.308225
68,滨海新区中新生态城,1580313600,39.122985,117.743982
69,滨海新区万通上北新新家园,1580918400,39.067527,117.654282
70,东丽区揽湖苑别墅,1580659200,39.184644,117.505469
71,东丽区华明街道坤园,1580918400,39.184763,117.386087
72,西青区杨柳青镇,1580572800,39.134750,117.020467
73,西青区中北镇溪秀苑小区,1581091200,39.130492,117.099693
74,津南区双港镇,1580832000,39.048549,117.325283
75,北辰区普东街强宜里小区,1580918400,39.196323,117.211462
76,琅琊区清流街道泰鑫现代城东区,1580659200,32.306205,118.323552
77,凤阳县官塘镇,1580659200,32.689845,117.226148
78,天长市天长街道,1580659200,32.685513,119.019145
79,天长市汊涧镇,1580659200,32.672169,118.782065
80,明光市古沛镇,1580659200,32.996147,118.010907
81,和县功桥镇,1580140800,31.577393,118.200840
82,和县白桥镇,1580313600,31.535248,118.315011
83,和县西埠镇,1580486400,31.774793,118.297969
84,和县香泉镇,1580140800,31.876716,118.332250
85,当涂县黄池镇,1580140800,31.313363,118.612591
86,雨山区泰和天成,1580313600,31.661081,118.518811
87,雨山区红旗花园,1580313600,31.702533,118.501349
88,雨山区阳光城,1580572800,31.668078,118.599970
89,花山区同济花园,1581091200,31.711946,118.522414
90,利辛县城关镇五一路,1580745600,33.147514,116.213657
91,利辛县城关镇文物所家属院,1580745600,33.150274,116.205653
92,利辛县城关镇港口新村老供销社家属院,1580745600,33.145114,116.208210
93,利辛县城关镇顺河村姚庄,1580745600,33.138515,116.145155
94,利辛县城关镇黄桥社区,1580745600,33.155259,116.207417
95,利辛县潘楼镇张大庄村张大庄,1580745600,33.260138,116.327919
96,利辛县王市镇刘沈村刘寨,1580745600,33.144480,116.104386
97,利辛县纪王场乡纪竹园庄,1580745600,33.347604,116.137012
98,利辛县胡集镇李圩村腰西庄,1580745600,32.962101,116.244580
99,利辛县西潘楼镇张集村东刘,1580745600,33.207871,116.129565
100,利辛县阚疃镇人民南路,1580745600,33.137759,116.213919
101,利辛县城关镇金龙国际新城,1580918400,33.168706,116.218734
102,利辛县城关镇中央名城小区,1581004800,33.150274,116.205653
103,利辛县城关镇复兴社区利东东区,1581004800,33.128557,116.213443
104,利辛县城关镇春店社区胜利村,1581004800,33.164607,116.239148
105,利辛县城关镇前进路英伦华帝小区,1581091200,33.151353,116.198170
106,利辛县老二中对面黄寨社区,1581091200,33.146857,116.149725
107,利辛县西潘楼镇东潘楼村,1581091200,33.204049,116.147163
108,利辛县城关镇闫郢村董老寨,1581177600,33.181968,116.219098
109,涡阳县城关镇街道北环中路,1580745600,33.522273,116.223957
110,涡阳县城关镇街道医苑新村,1580745600,33.496059,116.213176
111,涡阳县新兴镇付庄行政村付庄,1580745600,33.661903,116.412659
112,涡阳县新兴镇左楼付庄,1580745600,33.708006,116.230719
113,涡阳县星园街道桂语城栖,1580745600,33.478321,116.197400
114,涡阳县花沟镇孙小桥行政村李楼,1580745600,33.505767,116.134366
115,涡阳县马店集镇李庄行政村李庄,1580745600,33.669188,116.363501
116,涡阳县城关街道紫光大道与育英路交口向南,1580918400,33.501459,116.209999
117,涡阳县城关镇乐行家园,1580918400,33.512146,116.220871
118,涡阳县新兴镇付庄行政村,1580918400,33.708006,116.230719
119,涡阳县花沟镇孙小桥行政村,1580918400,33.505767,116.134366
120,涡阳县新兴镇左楼村,1581004800,33.685024,116.244823
121,涡阳县新汽车站对面路北小区幸福港湾,1581004800,33.500767,116.192705
122,涡阳县城关街道巨人印象小区,1581091200,33.494877,116.206273
123,涡阳县新兴镇左楼行政村大围子自然村,1581177600,33.601665,116.240360
124,涡阳县花沟镇狄马村,1581177600,33.499336,116.104765
125,蒙城县三义镇义兴街,1580745600,33.105736,116.482228
126,蒙城县乐土镇双桥村褚尹庄,1580745600,33.085865,116.623141
127,蒙城县乐土镇柳林街,1580745600,33.113359,116.658378
128,蒙城县城关街道金天地商业街,1580745600,33.261956,116.563059
129,蒙城县庄周街道玖隆国际C区,1580745600,33.245955,116.567193
130,蒙城县许疃镇赵集村东孙庄,1580745600,33.407803,116.791663
131,蒙城县许疃镇闫集村后钱庄,1580745600,33.381217,116.669756
132,蒙城县庄周街道桂堰小区,1580918400,33.247943,116.600867
133,谯城区亿丰御景小区,1580745600,33.844977,115.792556
134,谯城区十八里镇候桥村赵老家,1580745600,33.786218,115.633889
135,谯城区御花园小区,1580745600,33.863963,115.775411
136,谯城区薛阁办事处白依路包园新村,1580745600,33.875349,115.795785
137,谯城区颜集镇曹寺行政村东张庄,1580745600,33.958130,116.002206
138,谯城区华佗镇程屯村,1580918400,33.936485,115.774285
139,谯城区华佗镇程屯村小王庄,1581091200,33.948659,115.728055
140,高新区建投世纪城,1580745600,33.811028,115.768197
141,高新区翡翠庄园,1580745600,33.825239,115.773983
142,高新区豪泽丽景小区,1580745600,33.833713,115.777920
143,包河区宝利丰广场,1580832000,31.841174,117.293366
144,包河区曙宏南苑,1580832000,31.830420,117.282334
145,包河区滨湖明珠西区,1580832000,31.738912,117.288754
146,包河区琼林苑小区,1580832000,31.753796,117.296506
147,包河区豪门金地小区,1580832000,31.712229,117.287140
148,包河区金湾嘉园,1580832000,31.855728,117.312691
149,包河区兴丰苑小区,1581091200,31.856152,117.299758
150,巢湖市凤凰山街道城市之光C区,1580832000,31.622418,117.884472
151,巢湖市槐林镇武山居委会,1580832000,31.427260,117.618682
152,庐江县冶父山镇冶父山社区,1580832000,31.275924,117.340357
153,庐江县同大镇施丰村,1580832000,31.482432,117.298634
154,庐江县庐城镇翠绿园,1580832000,31.263525,117.301155
155,庐江县柯坦镇城池村,1580832000,31.195574,117.192492
156,庐江县矾山镇新中村,1580832000,31.071346,117.438949
157,庐江县罗河镇吉桥村,1580832000,31.069466,117.244269
158,庐江县罗河镇鲍店村,1580832000,30.988277,117.399163
159,庐江县金牛镇铺岗村,1580832000,31.382560,117.176553
160,庐阳区古城新村,1580832000,31.882074,117.262181
161,庐阳区探矿厂宿舍,1580832000,31.911258,117.292576
162,庐阳区杏林花园南区,1580832000,31.900068,117.293856
163,庐阳区柏景湾青云轩,1580832000,31.882968,117.278069
164,庐阳区海亮红玺台小区,1580918400,31.898485,117.272613
165,庐阳区海棠别院,1580918400,31.899378,117.275458
166,庐阳区四泉花园南区,1581091200,31.891583,117.259926
167,庐阳区土产日杂公司宿舍,1581091200,31.904402,117.264659
168,新站区合郢花园,1580832000,31.910259,117.379489
169,新站区园上园公寓楼,1580832000,31.893357,117.364899
170,新站区家天下3期,1580832000,31.899637,117.331336
171,新站区新海尚宸家园,1580832000,31.905105,117.348673
172,新站区昊天园小区,1580832000,31.938910,117.429810
173,新站区京商商贸城,1580918400,31.934253,117.349967
174,新站区张洼新村,1580918400,31.911054,117.326208
175,新站区金辉悦府小区,1580918400,31.924459,117.331004
176,瑶海区临泉花苑小区,1580832000,31.892381,117.310614
177,瑶海区元一名城,1580832000,31.896285,117.299255
178,瑶海区凤翔家园,1580832000,31.879688,117.328236
179,瑶海区华都城市花园,1580832000,31.872362,117.383272
180,瑶海区怡馨苑,1580832000,31.887644,117.307748
181,瑶海区恒丰嘉园,1580832000,31.874785,117.330807
182,瑶海区恒大中央广场,1580832000,31.881524,117.305157
183,瑶海区斯瑞新景苑,1580832000,31.881050,117.374005
184,瑶海区新创益民家园,1580832000,31.874198,117.394283
185,瑶海区温莎国际广场,1580832000,31.880137,117.315996
186,瑶海区铜陵路工业锅炉厂宿舍,1580832000,31.875870,117.330092
187,瑶海区长江东路五里井17栋,1580832000,31.873052,117.335250
188,瑶海区芳邻家园,1580918400,31.879195,117.340126
189,瑶海区大兴镇合浦新村（恢复楼）,1581004800,31.871985,117.360682
190,肥东县八斗镇王城社区,1580832000,32.145055,117.684291
191,肥东县店埠镇光大居委会光大新村,1580832000,31.896707,117.459871
192,肥东县店埠镇凯旋公馆,1580832000,31.895768,117.455112
193,肥东县店埠镇和平社区汇景新城,1580832000,31.893050,117.468278
194,肥东县店埠镇定光社区传桥组,1580832000,31.883598,117.494182
195,肥东县店埠镇定光社区新农村小区,1580832000,31.883598,117.494182
196,肥东县店埠镇新城社区新城家园,1580832000,31.872520,117.458753
197,肥东县店埠镇镇南社区,1580832000,31.887680,117.476097
198,肥东县店埠镇青春社区育红小学宿舍楼,1580832000,31.890812,117.477687
199,肥东县牌坊回族满族乡民新村,1580832000,31.956139,117.513838
200,肥东县石塘镇供销社宿舍,1580832000,31.937971,117.639928
201,肥东县石塘镇新展社区,1580832000,31.937971,117.639928
202,肥东县石塘镇龙城社区,1580832000,31.905318,117.574410
203,肥东县陈大郢社区紫玉华府,1580832000,31.895852,117.427154
204,肥东县马湖乡沙河村,1580832000,32.053394,117.852714
205,肥东县马湖乡马湖社区,1580832000,32.075769,117.850893
206,肥东县店埠镇星光嘉苑,1581091200,31.895687,117.473250
207,肥西县上派镇华邦万派城,1580832000,31.733228,117.170677
208,肥西县上派镇韩圩村,1580832000,31.690635,117.202522
209,肥西县桃花镇东冠繁华逸城,1580832000,31.788310,117.179257
210,肥西县桃花镇信地华地城,1580832000,31.786386,117.171651
211,肥西县铭传乡墩塘村,1580918400,31.767896,116.793209
212,肥西县山南镇光明村,1581004800,31.678514,116.779015
213,蜀山区中央美域A区,1580832000,31.873684,117.242971
214,蜀山区中铁青秀城,1580832000,31.878036,117.251446
215,蜀山区内森庄园,1580832000,31.821825,117.220521
216,蜀山区和谐家园（长丰南路）,1580832000,31.825888,117.252665
217,蜀山区天和园,1580832000,31.813952,117.217562
218,蜀山区当代花园,1580832000,31.836039,117.230356
219,蜀山区颐和阳光100小区,1580832000,31.863989,117.248640
220,蜀山区颐园世家,1580832000,31.805603,117.226992
221,蜀山区龙居山庄天龙居,1580832000,31.871345,117.248282
222,蜀山区安徽电力公司黄山路生活区,1580918400,31.869978,117.214233
223,蜀山区岳西新村B区,1580918400,31.857449,117.230550
224,蜀山区通和易居北苑,1581004800,31.853080,117.254976
225,蜀山区家家景园3期,1581091200,31.864271,117.236133
226,长丰县岗集镇玉成明珠苑,1580832000,31.951995,117.198255
227,长丰县阿奎利亚城品,1580832000,31.962375,117.266196
228,长丰县下塘镇顾圩村,1581004800,32.206346,117.266194
229,长丰县北城世纪城一期颐徽苑,1581091200,32.011491,117.251323
230,长丰县北城明珠小区,1581091200,31.976846,117.266670
231,高新区岭湖墅,1580832000,31.829171,117.155676
232,南陵县新世纪花园,1580918400,30.920851,118.347234
233,南陵县籍山镇东门大桥天禧楼小区,1580918400,30.925113,118.355562
234,弋江区中南街道江岸明珠,1580918400,31.322160,118.376634
235,弋江区南瑞街道江城国际瑞华苑,1580918400,31.307304,118.400672
236,弋江区江岸明珠小区,1581091200,31.322160,118.376634
237,无为市严桥镇响山中学,1580918400,31.448875,117.805383
238,无为市无城镇凤河路金河小区,1580918400,31.313418,117.912118
239,无为市无城镇府苑小区,1580918400,31.310804,117.906337
240,无为市陡沟镇凤凰桥社区薛巷自然村,1580918400,31.422590,118.085809
241,无为市陡沟镇陡沟社区健博花园小区,1580918400,31.361872,118.019844
242,无为市洪巷镇青岗行政村陈一自然村,1581004800,31.100659,117.740261
243,无为市高沟镇健全行政村东湖自然村,1581004800,31.130997,117.932026
244,无为市开城镇羊山行政村羊场自然村,1581004800,31.296798,117.754112
245,芜湖县红杨镇红杨树社区六桥自然村,1580918400,31.071180,118.563904
246,镜湖区七更点社区华盛小区,1580918400,31.332008,118.370360
247,镜湖区凯旋社区绿地伊顿公馆,1580918400,31.336231,118.417622
248,镜湖区文化路社区白金湾小区,1580918400,31.344021,118.393391
249,镜湖区海南渡社区绿地6号地块C区,1580918400,31.333713,118.421963
250,鸠江区清水街道金都檀宫小区,1580918400,31.336493,118.478160
251,鸠江区龙山街道西梁山危化品锚地,1580918400,31.473819,118.414599
252,经开区奇瑞BOBO城H区,1581091200,31.467006,118.403884
253,裕安区凯旋名门3号楼,1580832000,31.741024,116.479860
254,裕安区华邦新华城,1580832000,31.759554,116.494609
255,裕安区帝都豪园13栋,1580832000,31.746284,116.491356
256,裕安区独山镇茶叶市场,1580832000,31.759393,116.516864
257,裕安区狮子岗黄大路村,1580832000,31.780397,116.221876
258,裕安区苏埠镇祝张路黄莲村岗桥组,1580832000,31.639956,116.402208
259,裕安区西河口镇马林村,1580832000,31.563589,116.282162
260,裕安区青山乡八字岗村汪冲组,1580832000,31.570628,116.399383
261,裕安区西市街道帝都豪园小区,1581004800,31.746378,116.492041
262,金安区中市街道前进社区浙东商贸城D区,1580832000,31.752243,116.503987
263,金安区孙岗镇五十铺村士坤组,1580832000,31.589478,116.658365
264,金安区椿树镇龙穴村张大郢组,1580832000,31.708869,116.666551
265,金安区清水河街道刘园社区海心沙小区,1580832000,31.785706,116.513309
266,金寨县关庙乡关庙村,1580832000,31.504335,115.504802
267,金寨县南溪镇南溪村,1580832000,31.521225,115.647064
268,金寨县吴家店镇街道,1580832000,31.289393,115.584767
269,金寨县果子园乡姚冲村,1580832000,31.352143,115.651988
270,金寨县梅山镇明逸城小区,1580832000,31.682990,115.885638
271,金寨县梅山镇香港花园小区,1580832000,31.728375,115.946647
272,金寨县汤汇镇豹迹岩村,1580832000,31.649671,115.587547
273,金寨县铁冲乡街道,1580832000,31.750095,115.687462
274,金寨县汤家汇镇,1581004800,31.615341,115.594452
275,霍山县佛子岭镇通水灌村,1580832000,31.368470,116.312856
276,霍山县衡山镇上元街社区,1580832000,31.408851,116.322811
277,霍山县衡山镇南岳村,1580832000,31.401283,116.318385
278,霍山县衡山镇南潭社区,1580832000,31.408863,116.335518
279,霍山县衡山镇和顺花园D区,1580832000,31.408851,116.322811
280,霍山县衡山镇文峰社区,1580832000,31.403369,116.345584
281,霍山县衡山镇荷香社区,1580832000,31.407407,116.338837
282,霍山县衡山镇衡山社区,1580832000,31.400021,116.339545
283,霍山县衡山镇西大街社区,1580832000,31.412094,116.329669
284,霍山县黑石渡镇新店河村,1580832000,31.438337,116.234347
285,霍山县与儿街镇儿街社区,1580832000,31.391697,116.456435
286,霍山县与儿街镇山王河村,1580832000,31.435907,116.404864
287,霍山县与儿街镇,1581004800,31.392458,116.453473
288,霍山县佛子岭镇,1581004800,31.366200,116.261771
289,霍山县经济开发区,1581004800,31.430634,116.391224
290,霍山县衡山镇,1581004800,31.408851,116.322811
291,霍邱县城关镇玉泉社区惠民小区,1580832000,32.344400,116.286762
292,霍邱县宋店乡留城寺村老庄组,1580832000,32.186675,116.225814
293,霍邱县开发区马圩村学田组,1580832000,32.080500,116.032995
294,霍邱县范桥镇刘庙村北下组,1580832000,32.453879,116.036000
295,霍邱县高塘镇新桥村岗头组,1580832000,32.390202,116.071095
296,霍邱县龙潭镇龙王庙村南楼组,1580832000,32.107638,115.958842
297,霍邱县龙潭镇,1581004800,32.199019,116.000648
298,太湖县小池镇中心村桥头组,1580918400,30.519051,116.436267
299,太湖县新仓镇金鸡村蔡榜组,1580918400,30.435545,116.405158
300,太湖县晋熙镇天高财富广场,1580918400,30.451171,116.329881
301,宜秀区大龙山镇百华村何洼组,1580918400,30.632863,117.014637
302,宜秀区白泽湖乡大枫村大塘组,1580918400,30.618767,117.132332
303,宿松县佐坝乡环湖村桂咀组,1580918400,30.000165,116.109215
304,宿松县佐坝乡碧岭村徐岭组,1580918400,30.115938,116.110728
305,宿松县北浴乡马厂村曹湾组,1580918400,30.387221,115.959412
306,宿松县复兴镇套口村五社组,1580918400,29.912951,116.542960
307,宿松县孚玉镇光明社区棉麻新居小区,1580918400,30.170667,116.124540
308,宿松县汇口镇团结村新埂组,1580918400,29.870868,116.276261
309,宿松县破凉镇雪镇村阳田组,1580918400,30.232761,116.177294
310,宿松县长铺镇马塘村余西组,1580918400,30.185353,116.190831
311,宿松县孚玉镇梨园新村小区,1581091200,30.159041,116.133091
312,岳西县冶溪镇琥珀村琥珀组,1580918400,30.745996,115.917811
313,岳西县古坊乡下坊村宁畈组,1580918400,30.884518,115.950757
314,岳西县天堂镇城东社区小城宝邸小区,1580918400,30.856212,116.378092
315,岳西县天堂镇阳光小区,1580918400,30.851180,116.375900
316,岳西县店前镇店前村李屋组,1580918400,30.732744,116.021065
317,岳西县河图镇皖源村河湾组,1580918400,30.920665,115.995422
318,岳西县白帽镇余河村粮油组,1580918400,30.818348,115.920950
319,怀宁县凉亭乡双湖村庙兴组,1580918400,30.738652,116.946919
320,怀宁县凉亭乡双湖村珠林组,1580918400,30.749256,116.938410
321,怀宁县马庙镇鹿苑村双桂组,1580918400,30.745301,116.742959
322,怀宁县黄墩镇高楼村团结组,1580918400,30.619083,116.780515
323,怀宁县高河镇黄梅阁小区,1581004800,30.729357,116.836517
324,怀宁县石牌镇广丰村新建组,1580918400,30.408811,116.710195
325,怀宁县平山镇鸣凤村胜天组,1581177600,30.468977,116.658617
326,望江县华阳镇计渡村石闸三组,1580918400,30.091771,116.721807
327,望江县赛口镇兴龙村,1580918400,30.357596,116.793587
328,望江县长岭镇后埠村同东屋,1580918400,30.243604,116.594989
329,桐城市双港镇双港镇民畈村新民组,1580918400,30.789615,116.978380
330,桐城市双港镇潘赛村西瓜组,1580918400,30.808265,117.004673
331,桐城市文昌街道公园社区粮食局宿舍,1580918400,31.059799,116.958590
332,桐城市文昌街道石河村大隔组,1580918400,31.036027,116.953370
333,桐城市新渡镇双墩村合胜组,1580918400,30.823142,116.852419
334,桐城市新渡镇罗潭村罗潭组,1580918400,30.856103,116.895526
335,桐城市范岗镇棋盘岭村张老屋队,1580918400,30.945441,116.914485
336,桐城市龙眠街道碧桂园小区,1580918400,31.066606,116.979241
337,桐城市龙眠街道长生社区三隔组,1580918400,31.066606,116.979241
338,桐城市龙眠街道阅城国际小区,1580918400,31.050209,116.972398
339,桐城市龙眠街道黄燕村横排组,1580918400,31.111214,116.894763
340,桐城市双港镇民畈村新民组,1581091200,30.789615,116.978380
341,桐城市新渡镇永久村程西组,1581091200,30.930509,116.899330
342,桐城市银杏花园小区,1581177600,30.825000,116.950338
343,潜山市梅城镇水岸江南B区,1580918400,30.642256,116.591583
344,潜山市源潭镇田墩新村,1580918400,30.900037,116.687143
345,经开区菱北街道菱建小区,1580918400,30.545150,117.073306
346,经开区菱北街道香樟里小区,1580918400,30.541470,117.066838
347,经开区景湖嘉苑小区,1581004800,30.536623,117.079920
348,迎江区华中路街道御景国际小区,1580918400,30.518034,117.060087
349,迎江区滨江街道碧桂园1号公园小区,1580918400,30.513621,117.050441
350,大观区关岳庙街二监宿舍小区,1581004800,30.517533,117.044466
351,淮上区吴小街镇通城紫都10栋,1580918400,32.975007,117.400728
352,淮上区小蚌埠镇外滩花园20栋,1580918400,32.974274,117.371659
353,淮上区小蚌埠镇荷花园小区一期A5号楼,1580918400,32.978123,117.385658
354,淮上区梅桥镇淝南村,1580918400,33.039074,117.306476
355,淮上区淮滨街道上河时代北区,1581004800,32.975337,117.372560
356,淮上区淮滨街道上河时代北区20栋,1581091200,32.975337,117.372560
357,禹会区张公山街道张公山二村对面郊区机关宿舍楼,1580918400,32.931119,117.338451
358,禹会区张公山街道张公山北门制钉厂,1580918400,32.927299,117.348385
359,禹会区纬四街道胜利公寓2栋,1580918400,32.944424,117.355372
360,禹会区钓鱼台街道锦绣香堤B区13栋,1580918400,32.919235,117.354878
361,禹会区钓鱼台街道喜盈门二期,1581004800,32.919480,117.355299
362,禹会区张公山派出所旁,1581091200,32.932409,117.339520
363,蚌山区宏业村街道万达广场C区3号楼,1580918400,32.925993,117.366380
364,蚌山区青年街道同乐园小区8号楼,1580918400,32.948380,117.368911
365,蚌山区青年街道大舞台小区1栋,1580918400,32.946442,117.367340
366,蚌山区黄庄街道新天地小区,1581004800,32.940904,117.364958
367,蚌山区黄庄街道水游城B区7栋,1581091200,32.925043,117.402996
368,龙子湖区东升街道东方新天地小区18栋,1580918400,32.955075,117.390984
369,龙子湖区延安街道隆华小区2栋,1580918400,32.946615,117.380373
370,龙子湖区治淮街道长淮路270号水科新楼,1580918400,32.958032,117.382514
371,龙子湖区解放街道广厦小区2栋,1580918400,32.953713,117.396077
372,龙子湖区东升街道东方新天地,1581004800,32.955075,117.390984
373,龙子湖区东升街道交通路186号,1581004800,32.955009,117.384132
374,龙子湖区延安街道中铁都市家园,1581004800,32.946895,117.392902
375,龙子湖区延安街道延安一村,1581004800,32.955459,117.377678
376,龙子湖区治淮街道东苑小区,1581004800,32.952188,117.377980
377,龙子湖区治淮街道延安三区,1581004800,32.955047,117.381299
378,龙子湖区治淮街道淮河路854号,1581004800,32.950939,117.380522
379,龙子湖区解放街道广厦小区,1581004800,32.953713,117.396077
380,龙子湖区解放街道金润名都,1581004800,32.954492,117.398992
381,龙子湖区东升街道凤阳东路480号东单元,1581091200,32.951316,117.391660
382,龙子湖区东风街道淮河路854号2单元,1581091200,32.950939,117.380522
383,龙子湖区解放街道金润名都7栋,1581091200,32.954492,117.398992
384,洪山区徐东村欧洲花园,1581004800,32.933071,117.329181
385,经开区淮河社区新新尚层,1581004800,32.939316,117.379507
386,经开区淮河社区阿卡碧水湾小区,1581004800,32.930415,117.374704
387,经开区淮河社区香堤荣府,1581004800,32.942664,117.392010
388,经开区湖滨社区恒大御景湾,1581004800,32.918368,117.405451
389,经开区湖滨社区湖畔花都,1581004800,32.916202,117.383870
390,经开区胜利街道大塘名门,1581004800,32.944561,117.379664
391,经开区胜利街道金融小区,1581004800,32.943102,117.384658
392,经开区胜利街道华景家园,1581004800,32.940293,117.368095
393,经开区胜利街道东航校小区25栋,1581091200,32.943331,117.378838
394,经开区长淮卫镇卫东村,1581091200,32.971152,117.500902
395,义安区钟鸣镇九榔村,1581004800,30.961439,118.137988
396,无为市牛埠镇土桥街道,1581004800,30.953992,117.862383
397,枞阳县会宫镇庆华村,1581004800,30.857714,117.277037
398,枞阳县会宫镇拔茅村,1581004800,30.828103,117.315596
399,枞阳县枞阳镇郭桥村,1581004800,30.748075,117.323706
400,枞阳县横埠镇左山村,1581004800,30.898759,117.528871
401,枞阳县横埠镇建材大市场,1581004800,30.905082,117.512555
402,枞阳县横埠镇方正村,1581004800,30.861608,117.446267
403,枞阳县横埠镇龙山村,1581004800,30.867565,117.495885
404,枞阳县浮山镇向阳村,1581004800,30.914565,117.259150
405,枞阳县浮山镇浮山村,1581004800,30.915704,117.286397
406,枞阳县白柳镇龙井村,1581004800,30.977231,117.338608
407,枞阳县藕山镇藕山村,1581004800,30.727894,117.403002
408,枞阳县铁铜乡新丰村,1581004800,30.663768,117.225926
409,枞阳县雨坛镇先锋村,1581004800,30.795442,117.164058
410,枞阳县钱铺镇将军村,1581091200,30.953291,117.490703
411,铜官区天山社区,1581004800,30.962060,117.880827
412,铜官区机厂新村,1581004800,30.924985,117.797029
413,临泉县土陂乡运河行政村,1581004800,32.781255,115.485670
414,临泉县土陂乡陈胡行政村,1581004800,32.805164,115.482852
415,临泉县城东街道姜子牙广场北,1581004800,33.064135,115.270758
416,临泉县城东街道文王社区,1581004800,33.073129,115.271946
417,临泉县城东街道港口路天祥小区西,1581004800,33.063042,115.273975
418,临泉县城东街道老百货公司家属院,1581004800,33.068716,115.283218
419,临泉县城关街道戴祖寺行政村,1581004800,33.073481,115.267234
420,临泉县城关街道王关庙村,1581004800,33.073083,115.219544
421,临泉县城关街道银泉社区,1581004800,33.075734,115.268979
422,临泉县城南街道名邦国际花都小区,1581004800,33.047687,115.287559
