id,name,datetime,updated_date,lat,lng,city,province
177,平湖特力商厦,2020/02/22 17:10:52,2020-01-30,22.698531,114.132003,深圳市,广东省
178,中海康城,2020/02/22 17:10:52,2020-01-30,22.707396,114.206859,深圳市,广东省
179,龙城街道东方沁园,2020/02/22 17:10:52,2020-01-30,22.725999,114.224814,深圳市,广东省
180,布澜路尚峰花园,2020/02/22 17:10:52,2020-01-30,22.623777,114.138143,深圳市,广东省
181,坪山街道万科金域缇香,2020/02/22 17:10:52,2020-01-30,22.706232,114.340596,深圳市,广东省
182,松岗街道碧头社区华都公寓,2020/02/22 17:10:52,2020-01-30,22.780534,113.810814,深圳市,广东省
183,笔架山公园员工宿舍(具体地址不详）,2020/02/22 17:10:52,2020-02-03,22.562293,114.079983,深圳市,广东省
184,布吉新三村,2020/02/22 17:10:52,2020-02-03,22.607377,114.118441,深圳市,广东省
185,观澜街道库坑中心区,2020/02/22 17:10:52,2020-02-04,22.738129,114.033186,深圳市,广东省
186,传麒山,2020/02/22 17:10:52,2020-02-04,22.743750,113.943292,深圳市,广东省
187,登良花园,2020/02/22 17:10:52,2020-02-04,22.514203,113.920797,深圳市,广东省
188,白石州东四坊,2020/02/22 17:10:52,2020-02-04,22.532101,113.970524,深圳市,广东省
189,招商依山郡,2020/02/22 17:10:52,2020-02-04,22.729711,114.220268,深圳市,广东省
190,平湖山厦社区梨头廖,2020/02/22 17:10:52,2020-02-04,22.703993,114.115760,深圳市,广东省
191,中骏四季阳光一期,2020/02/22 17:10:52,2020-02-04,22.721567,114.302704,深圳市,广东省
192,桂芳园八期,2020/02/22 17:10:52,2020-02-04,22.608815,114.138953,深圳市,广东省
193,塘尾社区蚝二佳仕泰科技园宿舍,2020/02/22 17:10:52,2020-02-04,22.702329,113.783971,深圳市,广东省
194,深航幸福花园,2020/02/22 17:10:52,2020-02-04,22.699238,113.812234,深圳市,广东省
195,松茂·御龙湾,2020/02/22 17:10:52,2020-02-04,22.573925,113.853372,深圳市,广东省
196,海华社区自由北小区,2020/02/22 17:10:52,2020-02-04,22.568867,113.882460,深圳市,广东省
197,大望社区新田村 ,2020/02/22 17:10:52,2020-02-04,22.598861,114.175501,深圳市,广东省
198,百仕达花园5期,2020/02/22 17:10:52,2020-02-04,22.567778,114.141290,深圳市,广东省
199,梧桐山社区赤水洞村,2020/02/22 17:10:52,2020-02-04,22.591447,114.192650,深圳市,广东省
200,合正荣悦府,2020/02/22 17:10:52,2020-02-04,22.552761,114.129764,深圳市,广东省
201,泥岗西路自来水公司大院,2020/02/22 17:10:52,2020-02-04,22.567423,114.101700,深圳市,广东省
202,翠华花园,2020/02/22 17:10:52,2020-02-04,22.555605,114.132387,深圳市,广东省
203,景龙大厦,2020/02/22 17:10:52,2020-02-04,22.557956,114.045417,深圳市,广东省
204,梅林街道兰江山第,2020/02/22 17:10:52,2020-02-04,22.564993,114.013680,深圳市,广东省
205,福祥街2号1栋,2020/02/22 17:10:52,2020-02-04,22.532269,114.083168,深圳市,广东省
206,福滨新村,2020/02/22 17:10:52,2020-02-04,22.530328,114.078773,深圳市,广东省
207,新世界伟瑞酒店,2020/02/22 17:10:52,2020-02-04,22.565876,114.053071,深圳市,广东省
208,莲花北村,2020/02/22 17:10:52,2020-02-03,22.559266,114.050823,深圳市,广东省
209,中兴路88号汉庭酒店,2020/02/22 17:10:52,2020-02-03,22.549635,114.126803,深圳市,广东省
210,星河丹堤,2020/02/22 17:10:52,2020-02-03,22.593989,114.057883,深圳市,广东省
211,南国丽园,2020/02/22 17:10:52,2020-02-03,22.653875,114.030173,深圳市,广东省
212,薯田埔村福南路华业苑,2020/02/22 17:10:52,2020-02-03,22.779716,113.874954,深圳市,广东省
213,宏发上域,2020/02/22 17:10:52,2020-02-03,22.781808,113.906625,深圳市,广东省
214,新陂头村新美一村(新羌一村),2020/02/22 17:10:52,2020-02-03,22.799503,113.942295,深圳市,广东省
215,金龙豪庭B栋,2020/02/22 17:10:52,2020-02-03,22.617696,114.146946,深圳市,广东省
216,华策中心城,2020/02/22 17:10:52,2020-02-03,22.701110,114.244438,深圳市,广东省
217,西环路八约1街龙富花园,2020/02/22 17:10:52,2020-02-03,22.607178,114.108698,深圳市,广东省
218,深圳布吉慢城,2020/02/22 17:10:52,2020-02-03,22.624590,114.128979,深圳市,广东省
219,星曜名城B栋,2020/02/22 17:10:52,2020-02-03,22.692212,113.920964,深圳市,广东省
220,满京华云著花园,2020/02/22 17:10:52,2020-02-03,22.782971,113.834721,深圳市,广东省
221,新安街道甲岸村,2020/02/22 17:10:52,2020-02-03,22.561659,113.904103,深圳市,广东省
222,泰华商业城,2020/02/22 17:10:52,2020-02-03,22.568211,113.904121,深圳市,广东省
223,宏发世纪城,2020/02/22 17:10:52,2020-02-03,22.679475,113.946454,深圳市,广东省
